from,to
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Palpitation
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Tremor
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Mundtrockenheit
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Hitzewallung
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Sprechst%C3%B6rung
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Benommenheit
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Chronisches_Schmerzsyndrom
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Hamilton-Angst-Skala
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Panic_Disorder_Severity_Scale
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Hamilton-Angst-Skala
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Liebowitz_Social_Anxiety_Scale
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Fear_Questionnaire
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Komorbidit%C3%A4t
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Depression
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Somatoforme_St%C3%B6rung
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Spezifische_Phobie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Arachnophobie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Kynophobie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Blutphobie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Klaustrophobie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Akrophobie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Flugangst
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Paruresis
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Zahnbehandlungsphobie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Achluophobie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Agoraphobie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Klaustrophobie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Panikst%C3%B6rung
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Soziale_Phobie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Err%C3%B6ten
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Erythrophobie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Paruresis
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Panikst%C3%B6rung
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Derealisation
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Generalisierte_Angstst%C3%B6rung
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Depression
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Weltgesundheitsorganisation
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Psychische_St%C3%B6rung
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Charles_Spielberger
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Furcht
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Zwei-Faktoren-Theorie_(Lerntheorie)
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Orval_Hobart_Mowrer
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Sigmund_Freud
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Psychoanalyse
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Feldtheorie_(Psychologie)
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Kurt_Lewin
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Bindungstheorie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Generalisierte_Angstst%C3%B6rung
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Serotonin
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Dopamin
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Noradrenalin
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Adrenalin
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Neurotransmitter
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/5-HT1A-Rezeptor
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Pr%C3%A4frontaler_Cortex
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Amygdala
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Neurochemie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Neurotransmitter
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Botenstoff
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Serotonin
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Noradrenalin
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Dopamin
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/GABA-Rezeptor
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Neuropeptide
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Glutamins%C3%A4ure
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Hyperthyreose
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Morbus_Basedow
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Schilddr%C3%BCsenautonomie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Hypothyreose
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Hashimoto-Thyreoiditis
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Schilddr%C3%BCse
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Vulnerabilit%C3%A4t
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Helikopter-Eltern
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Medizinische_Leitlinie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Yerkes-Dodson-Gesetz
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Verhaltenstherapie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Systematische_Desensibilisierung
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Kognitive_Verhaltenstherapie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Tiefenpsychologie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Psychoanalyse
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Entspannungsverfahren
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Autogenes_Training
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Progressive_Muskelentspannung
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Biofeedback
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Anxiolytikum
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Serotonin-Wiederaufnahmehemmer
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Serotonin-Noradrenalin-Wiederaufnahmehemmer
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Benzodiazepine
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Buspiron
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Pregabalin
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Alprazolam
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Anxiolytikum#Pflanzliche_Arzneimittel
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Propranolol
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Off-Label-Use
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Selbsthilfegruppe
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Sporttherapie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Leitlinienwatch
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Sch%C3%BCchternheit
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Phobos_(Mythologie)
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Ares
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Kriegszitterer
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Psychodynamismus#Mythologie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Carl_Gustav_Jung
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Mutterarchetyp
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Neurose
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Wilhelm_Stekel
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Sigmund_Freud
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Aktualneurosen
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Libido
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Konversion_(Psychologie)
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Externalisierung_(Psychologie)
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Emotionale_St%C3%B6rungen_des_Kindesalters
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Little-Albert-Experiment
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Taijin_Ky%C5%8Dfush%C5%8D
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Kontraphobie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Liste_von_Phobien
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Medizinische_Leitlinie
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Arbeitsgemeinschaft_der_Wissenschaftlichen_Medizinischen_Fachgesellschaften
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Arbeitsgemeinschaft_der_Wissenschaftlichen_Medizinischen_Fachgesellschaften
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Borwin_Bandelow
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Siegfried_Kasper
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Hans-J%C3%BCrgen_M%C3%B6ller
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Holger_Bertrand_Fl%C3%B6ttmann
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Siegbert_A._Warwitz
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Gerd_Huber
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Herbert_Fensterheim
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Sven_Olaf_Hoffmann
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Internationale_Standardnummer_f%C3%BCr_fortlaufende_Sammelwerke
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Hans-Ulrich_Wittchen
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Web-Archivierung#Begrifflichkeiten
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Internet_Archive
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Web-Archivierung#Begrifflichkeiten
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Internet_Archive
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Lilli_Gast
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/International_Psychoanalytic_University_Berlin
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Sven_Olaf_Hoffmann
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Internationale_Standardnummer_f%C3%BCr_fortlaufende_Sammelwerke
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Digital_Object_Identifier
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Internationale_Standardnummer_f%C3%BCr_fortlaufende_Sammelwerke
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Digital_Object_Identifier
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Carl_Gustav_Jung
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Digital_Object_Identifier
https://de.wikipedia.org/wiki/Angstst%C3%B6rung,https://de.wikipedia.org/wiki/Gemeinsame_Normdatei
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Internationale_statistische_Klassifikation_der_Krankheiten_und_verwandter_Gesundheitsprobleme
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Weltgesundheitsorganisation
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Psychische_St%C3%B6rung
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Internationale_statistische_Klassifikation_der_Krankheiten_und_verwandter_Gesundheitsprobleme
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/DSM-5
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Internationale_Standardnummer_f%C3%BCr_fortlaufende_Sammelwerke
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Digital_Object_Identifier
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Digital_Object_Identifier
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Internationale_Standardnummer_f%C3%BCr_fortlaufende_Sammelwerke
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Digital_Object_Identifier
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Web-Archivierung#Begrifflichkeiten
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Internet_Archive
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Web-Archivierung#Begrifflichkeiten
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Internet_Archive
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Internationale_Standardnummer_f%C3%BCr_fortlaufende_Sammelwerke
https://de.wikipedia.org/wiki/ICD-10,https://de.wikipedia.org/wiki/Digital_Object_Identifier
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Affekt
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Furcht
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Charles_Spielberger
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Depression
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Psychoanalyse
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Siegbert_A._Warwitz
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Akrophobie
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Agoraphobie
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Klaustrophobie
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Yerkes-Dodson-Gesetz
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Yerkes-Dodson-Gesetz
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Amygdala
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Adrenalin
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Neurotransmitter
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Generalisierte_Angstst%C3%B6rung
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/GABA-Rezeptor
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Benzodiazepine
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Noradrenalin
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Serotonin
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Soziale_Phobie
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Zwangsst%C3%B6rung
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Amygdala
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Pr%C3%A4frontaler_Cortex
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Generalisierte_Angstst%C3%B6rung
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Furcht
https://de.wikipedia.org/wiki/Angst,https://de.wikipedia.org/wiki/Zwei-Faktoren-Theorie_(Lerntheorie)
